Date,Description,Amount,Category
2025-07-02,Concert Ticket,349.32,Entertainment
2025-10-03,Agha Khan Hospital,303.29,Health
2026-03-18,Foodpanda,182.98,Food
2025-04-21,Restaurant,495.49,Food
2025-07-13,Agha Khan Hospital,339.43,Health
2026-03-06,Steam Games,239.96,Entertainment
2025-03-22,Uber Ride,416.71,Transport
2026-03-11,Pharmacy,431.12,Health
2025-04-13,Gym Membership,322.27,Subscriptions
2025-08-16,Sui Gas,465.44,Utilities
2025-07-28,Gym Membership,460.08,Subscriptions
2025-06-15,Gym Membership,119.91,Subscriptions
2025-09-17,Petrol,360.11,Transport
2026-01-02,Pharmacy,332.52,Health
2025-12-20,Starbucks,168.46,Food
2026-01-31,Bykea,413.01,Transport
2025-06-05,Gym Membership,362.83,Subscriptions
2025-12-26,Sui Gas,491.03,Utilities
2025-07-19,Netflix Subscription,321.03,Subscriptions
2026-01-09,Train Ticket,329.88,Travel
2026-03-17,Bykea,92.58,Transport
2026-03-18,Apartment Rent,388.72,Rent
2025-11-17,PTCL Internet,352.18,Utilities
2026-03-20,Biryani,458.36,Food
2025-11-11,Nueplex,23.89,Entertainment
2025-05-09,Cinema,209.71,Entertainment
2026-02-05,Hotel Booking,137.61,Travel
2025-11-24,PTCL Internet,158.33,Utilities
2025-08-10,Steam Games,207.28,Entertainment
2026-03-17,Uber Ride,486.91,Transport
2026-03-09,Pharmacy,352.42,Health
2025-09-07,Target,264.4,Shopping
2026-03-19,Steam Games,229.95,Entertainment
2025-11-11,Apartment Rent,96.25,Rent
2025-05-25,Walmart,270.78,Shopping
2026-03-07,Cafe,206.01,Food
2025-08-07,Steam Games,218.98,Entertainment
2025-12-10,Shell Oil,248.32,Transport
2026-02-14,Amazon,483.67,Shopping
2025-09-03,Sui Gas,322.59,Utilities
2026-02-04,Spotify Premium,430.1,Subscriptions
2026-02-24,Cloud Storage,174.78,Subscriptions
2025-08-21,Careem,283.69,Transport
2025-11-19,Cloud Storage,394.77,Subscriptions
2025-07-11,Sui Gas,310.48,Utilities
2025-03-27,Bykea,498.72,Transport
2025-05-31,Hostel Dues,276.64,Rent
2025-05-12,Gym Membership,92.39,Subscriptions
2025-11-21,Pharmacy,168.56,Health
2025-11-07,Hotel Booking,465.12,Travel
2025-08-11,House Leasing,68.67,Rent
2025-06-10,Bus Ticket,308.89,Transport
2026-01-19,Steam Games,81.21,Entertainment
2025-05-21,Bykea,419.08,Transport
2026-02-16,Concert Ticket,161.89,Entertainment
2025-08-01,Grocery,133.39,Shopping
2025-05-24,Hotel Booking,404.87,Travel
2025-12-24,House Leasing,40.64,Rent
2025-05-02,Nueplex,32.88,Entertainment
2026-03-12,InDrive,251.34,Transport
2025-10-19,Apartment Rent,273.6,Rent
2026-01-28,K-Electric,292.68,Utilities
2026-01-13,Walmart,84.95,Shopping
2025-03-20,Steam Games,148.99,Entertainment
2025-09-11,Pharmacy,419.56,Health
2025-03-31,K-Electric,423.59,Utilities
2025-06-30,K-Electric,426.33,Utilities
2026-01-19,Daraz,113.43,Shopping
2026-01-15,PTCL Internet,141.62,Utilities
2025-09-09,Apartment Rent,434.1,Rent
2026-02-21,KFC,440.96,Food
2025-04-23,Panadol,452.67,Health
2025-07-26,PTCL Internet,320.38,Utilities
2025-12-11,Apartment Rent,39.77,Rent
2025-10-02,Imtiaz Super Market,25.04,Shopping
2025-03-29,Netflix Subscription,46.71,Subscriptions
2025-06-12,Concert Ticket,483.62,Entertainment
2025-06-17,Cinema,429.28,Entertainment
2025-10-03,PSO Pump,432.62,Transport
2025-09-22,Walmart,414.59,Shopping
2026-02-01,Sambosa,227.54,Food
2026-01-08,Steam Games,195.3,Entertainment
2025-08-08,Petrol,71.6,Transport
2025-11-25,Electric Bill,112.88,Utilities
2025-12-17,Daraz,369.83,Shopping
2025-08-12,InDrive,311.41,Transport
2025-06-25,Nueplex,464.29,Entertainment
2025-11-23,Panadol,50.62,Health
2025-09-23,Hostel Dues,499.16,Rent
2025-04-07,Steam Games,151.79,Entertainment
2025-06-11,Restaurant,466.54,Food
2025-04-10,Apartment Rent,247.23,Rent
2025-08-09,Hotel Booking,184.13,Travel
2026-02-06,Hotel Booking,314.99,Travel
2025-08-08,Bazaar,167.12,Shopping
2025-04-06,Agha Khan Hospital,24.92,Health
2025-07-05,Bykea,265.36,Transport
2025-11-19,Spotify Premium,345.63,Subscriptions
2025-08-01,Grocery,270.58,Shopping
2026-03-06,Bus Ticket,35.55,Transport
2025-12-23,Cloud Storage,450.34,Subscriptions
2025-06-28,Train Ticket,66.55,Travel
2025-03-22,Bus Ticket,177.76,Transport
2025-09-28,Gym Membership,242.09,Subscriptions
2025-05-11,Biryani,403.73,Food
2025-07-27,Chai,204.91,Food
2025-08-12,Netflix Subscription,254.1,Subscriptions
2025-10-24,K-Electric,235.22,Utilities
2025-08-19,Starbucks,125.75,Food
2026-02-19,Hostel Dues,62.42,Rent
2025-09-18,Concert Ticket,321.83,Entertainment
2026-02-27,Bazaar,405.58,Shopping
2025-11-17,Hostel Dues,294.51,Rent
2025-11-22,InDrive,397.52,Transport
2025-06-12,Foodpanda,15.45,Food
2025-07-15,Hostel Dues,112.33,Rent
2025-04-06,Restaurant,286.06,Food
2025-08-31,Petrol,129.73,Transport
2025-05-18,Bus Ticket,373.09,Transport
2026-02-03,Netflix Subscription,427.93,Subscriptions
2025-11-05,Gym Membership,141.45,Subscriptions
2026-03-01,Eid Clothes,275.43,Shopping
2025-06-12,Hotel Booking,107.56,Travel
2025-08-01,PTCL Internet,492.49,Utilities
2025-11-07,Shell Oil,13.35,Transport
2025-10-31,Panadol,239.15,Health
2025-04-05,Doctor Clinic,80.13,Health
2025-06-03,Apartment Rent,232.97,Rent
2026-02-14,Hostel Dues,385.46,Rent
2025-11-28,Doctor Clinic,272.44,Health
2025-06-26,InDrive,392.51,Transport
2025-09-15,Hostel Dues,208.4,Rent
2025-11-07,Spotify Premium,464.78,Subscriptions
2025-06-14,Electric Bill,300.59,Utilities
2025-04-01,Medical Store,267.19,Health
2025-04-12,House Leasing,370.72,Rent
2025-05-08,Walmart,92.57,Shopping
2025-08-20,Chai,496.3,Food
2025-11-08,Biryani,466.06,Food
2025-08-08,Concert Ticket,300.38,Entertainment
2025-04-03,K-Electric,374.58,Utilities
2025-11-26,Agha Khan Hospital,27.04,Health
2025-05-21,Netflix Subscription,252.96,Subscriptions
2025-05-17,Eid Clothes,277.22,Shopping
2025-12-10,Panadol,207.92,Health
2025-07-17,Agha Khan Hospital,344.22,Health
2026-03-02,Hotel Booking,32.83,Travel
2025-04-14,Sui Gas,435.47,Utilities
2025-04-17,Apartment Rent,413.4,Rent
2025-07-22,Hostel Dues,497.09,Rent
2026-01-02,Pharmacy,497.77,Health
2025-07-04,Panadol,404.22,Health
2025-04-12,Cinema,188.77,Entertainment
2025-09-23,Amazon,218.73,Shopping
2025-04-19,Hotel Booking,402.0,Travel
2025-12-07,Spotify Premium,314.34,Subscriptions
2026-03-16,Starbucks,105.12,Food
2025-11-27,Train Ticket,474.77,Travel
2025-12-20,House Leasing,476.96,Rent
2025-04-08,Panadol,162.57,Health
2025-05-12,McDonalds,156.4,Food
2025-06-04,PTCL Internet,246.34,Utilities
2025-12-17,Panadol,383.0,Health
2025-12-04,Grocery,23.81,Shopping
2025-03-25,Hotel Booking,138.37,Travel
2025-12-17,Steam Games,122.98,Entertainment
2025-06-24,Pharmacy,42.8,Health
2025-07-20,Cinema,251.54,Entertainment
2025-11-12,Water Bill,402.8,Utilities
2025-09-30,Walmart,396.31,Shopping
2025-05-07,Pharmacy,8.78,Health
2026-01-11,Concert Ticket,411.37,Entertainment
2025-05-30,Sui Gas,404.83,Utilities
2025-08-07,Train Ticket,18.54,Travel
2025-04-23,Pharmacy,183.13,Health
2025-05-08,Starbucks,369.26,Food
2026-02-14,Agha Khan Hospital,309.93,Health
2025-09-15,Panadol,371.54,Health
2025-07-07,PTCL Internet,132.69,Utilities
2025-04-14,Medical Store,148.87,Health
2025-05-01,McDonalds,171.45,Food
2026-01-06,Foodpanda,112.28,Food
2026-03-15,Water Bill,309.6,Utilities
2025-10-20,Doctor Clinic,249.6,Health
2025-11-23,Water Bill,77.42,Utilities
2025-10-25,Sambosa,460.51,Food
2025-03-25,Doctor Clinic,244.83,Health
2026-02-07,Gym Membership,166.14,Subscriptions
2025-08-07,Hotel Booking,93.49,Travel
2025-04-07,Hostel Dues,111.25,Rent
2025-09-21,Emirates Airline,418.9,Travel
2025-05-21,Apartment Rent,339.94,Rent
2025-08-25,Apartment Rent,386.47,Rent
2025-11-14,House Leasing,182.39,Rent
2026-03-15,Medical Store,78.33,Health
2025-10-03,Foodpanda,225.75,Food
2025-08-07,Apartment Rent,207.61,Rent
2025-08-02,Chai,12.12,Food
2025-08-26,Electric Bill,499.85,Utilities
2025-07-05,Cloud Storage,454.21,Subscriptions
2025-09-21,Steam Games,204.66,Entertainment
2025-12-16,Panadol,493.61,Health
2025-03-30,Chai,197.18,Food
2025-04-20,Uber Ride,184.77,Transport
2025-11-26,Agha Khan Hospital,460.48,Health
2026-01-01,PIA Ticket,67.48,Travel
2025-10-09,Agha Khan Hospital,227.77,Health
2026-01-12,Netflix Subscription,10.48,Subscriptions
2026-01-02,Eid Clothes,494.34,Shopping
2025-05-12,Water Bill,245.83,Utilities
2025-05-23,House Leasing,308.35,Rent
2025-07-13,Agha Khan Hospital,404.29,Health
2026-01-13,Target,74.62,Shopping
2026-01-06,Cinema,22.84,Entertainment
2025-12-08,InDrive,465.2,Transport
2026-01-16,Eid Clothes,451.46,Shopping
2026-03-09,Sui Gas,54.99,Utilities
2025-06-16,KFC,387.29,Food
2025-07-03,Spotify Premium,243.4,Subscriptions
2025-11-07,Medical Store,460.19,Health
2025-07-24,Electric Bill,142.79,Utilities
2025-06-18,Target,156.4,Shopping
2026-01-21,Careem,492.78,Transport
2026-03-16,Emirates Airline,261.2,Travel
2025-08-19,Doctor Clinic,202.69,Health
2025-03-23,PIA Ticket,256.55,Travel
2025-07-29,Netflix Subscription,29.24,Subscriptions
2025-05-16,Concert Ticket,306.61,Entertainment
2025-06-07,Cloud Storage,230.85,Subscriptions
2025-07-21,Cinema,162.72,Entertainment
2025-10-06,Hostel Dues,479.2,Rent
2025-07-24,Train Ticket,81.9,Travel
2026-03-11,Apartment Rent,382.62,Rent
2025-12-16,Apartment Rent,93.02,Rent
2025-07-28,Foodpanda,38.25,Food
2025-06-07,Careem,130.01,Transport
2025-09-01,Gym Membership,267.96,Subscriptions
2026-02-10,House Leasing,427.82,Rent
2025-11-16,Apartment Rent,107.78,Rent
2025-10-02,Hostel Dues,430.88,Rent
2026-02-15,Foodpanda,146.61,Food
2025-03-28,Hotel Booking,64.95,Travel
2025-11-21,Panadol,463.86,Health
2025-04-20,Cinema,63.36,Entertainment
2026-01-05,Biryani,312.61,Food
2025-12-22,Restaurant,125.29,Food
2025-04-17,Sambosa,378.28,Food
2025-11-25,PTCL Internet,374.2,Utilities
2025-05-02,K-Electric,113.9,Utilities
2025-10-21,PTCL Internet,473.37,Utilities
2025-11-12,House Leasing,149.69,Rent
2025-10-10,Shell Oil,67.79,Transport
2026-02-07,PSO Pump,41.5,Transport
2026-02-04,Agha Khan Hospital,93.76,Health
2026-02-03,Bazaar,130.87,Shopping
2025-07-04,Biryani,461.98,Food
2025-10-01,PIA Ticket,388.01,Travel
2025-12-08,Target,154.11,Shopping
2025-11-21,Apartment Rent,117.88,Rent
2025-07-17,House Leasing,418.59,Rent
2025-09-09,PSO Pump,480.74,Transport
2025-09-30,Steam Games,364.72,Entertainment
2026-01-17,Medical Store,430.59,Health
2025-10-17,Netflix Subscription,403.54,Subscriptions
2025-05-16,Biryani,64.2,Food
2025-10-23,House Leasing,99.72,Rent
2025-04-29,House Leasing,45.7,Rent
2025-06-13,Water Bill,248.36,Utilities
2026-02-10,Hotel Booking,373.26,Travel
2025-10-08,Imtiaz Super Market,233.42,Shopping
2026-02-07,PIA Ticket,32.53,Travel
2025-10-16,McDonalds,91.47,Food
2025-12-30,Starbucks,124.8,Food
2025-07-15,Pharmacy,93.81,Health
2025-06-06,Bus Ticket,311.14,Transport
2026-01-11,Cafe,451.89,Food
2025-05-19,Spotify Premium,313.78,Subscriptions
2026-01-17,Apartment Rent,266.87,Rent
2025-06-06,Concert Ticket,184.24,Entertainment
2025-06-17,Medical Store,325.44,Health
2025-08-01,Apartment Rent,374.26,Rent
2025-04-22,Panadol,443.32,Health
2026-02-28,McDonalds,414.41,Food
2025-05-20,Gym Membership,472.23,Subscriptions
2025-12-17,Petrol,384.78,Transport
2026-03-18,Water Bill,157.02,Utilities
2026-02-04,Starbucks,381.1,Food
2025-04-01,Netflix Subscription,465.41,Subscriptions
2025-06-22,Apartment Rent,373.39,Rent
2025-04-16,Electric Bill,126.18,Utilities
2025-08-15,Nueplex,290.23,Entertainment
2025-05-16,Water Bill,272.29,Utilities
2026-01-17,Doctor Clinic,97.49,Health
2026-02-20,Netflix Subscription,410.76,Subscriptions
2025-07-08,Hotel Booking,466.18,Travel
2025-10-05,Netflix Subscription,399.01,Subscriptions
2025-07-31,Cinema,209.65,Entertainment
2025-06-06,Shell Oil,265.84,Transport
2025-07-30,Cafe,79.23,Food
2025-05-31,Bazaar,305.36,Shopping
2025-07-06,Emirates Airline,430.29,Travel
2025-04-08,Hotel Booking,35.37,Travel
2026-02-22,Medical Store,60.48,Health
2025-11-07,Apartment Rent,68.95,Rent
2025-06-29,PIA Ticket,357.69,Travel
2025-05-08,Apartment Rent,298.38,Rent
2025-10-21,PTCL Internet,313.96,Utilities
2026-02-21,House Leasing,432.84,Rent
2025-06-16,Bykea,328.46,Transport
2025-07-07,Electric Bill,483.56,Utilities
2025-07-30,Concert Ticket,468.01,Entertainment
2025-09-15,K-Electric,483.26,Utilities
2025-11-11,Cafe,63.13,Food
2025-03-24,K-Electric,179.81,Utilities
2026-01-07,Concert Ticket,370.88,Entertainment
2025-07-06,Foodpanda,118.82,Food
2025-04-25,Hostel Dues,64.1,Rent
2025-11-24,Concert Ticket,328.26,Entertainment
2026-01-13,Eid Clothes,54.22,Shopping
2025-09-14,Panadol,266.97,Health
2025-11-02,Apartment Rent,118.56,Rent
2025-10-22,Emirates Airline,127.32,Travel
2025-03-27,Pharmacy,176.86,Health
2025-12-29,Bykea,128.41,Transport
2025-05-20,K-Electric,270.67,Utilities
2025-07-10,Electric Bill,90.33,Utilities
2026-02-16,Concert Ticket,355.94,Entertainment
2026-03-03,Emirates Airline,9.22,Travel
2026-03-02,Electric Bill,246.38,Utilities
2025-04-28,Concert Ticket,103.76,Entertainment
2025-10-14,Hotel Booking,146.03,Travel
2025-10-21,KFC,123.6,Food
2025-12-06,Hostel Dues,287.62,Rent
2026-01-06,Gym Membership,89.0,Subscriptions
2025-09-29,PSO Pump,363.22,Transport
2025-11-09,Agha Khan Hospital,165.06,Health
2025-06-17,Concert Ticket,451.06,Entertainment
2025-10-27,Medical Store,264.33,Health
2025-12-01,Grocery,401.65,Shopping
2025-07-14,Shell Oil,152.35,Transport
2025-10-20,PTCL Internet,337.06,Utilities
2025-11-20,Steam Games,87.47,Entertainment
2026-02-24,Biryani,403.75,Food
2025-11-11,Doctor Clinic,280.93,Health
2026-02-16,Gym Membership,300.54,Subscriptions
2026-01-14,Netflix Subscription,421.82,Subscriptions
2025-08-22,Netflix Subscription,451.14,Subscriptions
2025-04-02,Amazon,89.12,Shopping
2025-06-10,Nueplex,402.15,Entertainment
2025-10-22,Spotify Premium,185.81,Subscriptions
2025-04-13,Restaurant,23.4,Food
2025-10-25,Netflix Subscription,68.93,Subscriptions
2026-02-27,Hostel Dues,471.59,Rent
2025-07-21,Spotify Premium,308.38,Subscriptions
2025-07-11,Uber Ride,418.59,Transport
2025-09-06,K-Electric,27.86,Utilities
2025-07-04,Amazon,328.38,Shopping
2025-08-04,Target,489.67,Shopping
2026-01-19,PIA Ticket,242.07,Travel
2025-10-11,Concert Ticket,453.71,Entertainment
2025-07-01,Electric Bill,297.0,Utilities
2025-07-26,Sambosa,108.54,Food
2025-12-30,Biryani,78.72,Food
2025-09-08,Apartment Rent,301.98,Rent
2026-03-07,McDonalds,380.64,Food
2026-03-13,Careem,453.22,Transport
2025-08-17,McDonalds,121.64,Food
2025-09-29,Uber Ride,498.53,Transport
2025-09-29,Cloud Storage,150.66,Subscriptions
2026-02-16,K-Electric,462.92,Utilities
2025-11-24,Train Ticket,349.0,Travel
2026-01-29,Hostel Dues,89.56,Rent
2025-04-24,Electric Bill,84.21,Utilities
2025-10-08,Gym Membership,251.28,Subscriptions
2025-08-21,Pharmacy,433.24,Health
2026-01-01,Electric Bill,263.93,Utilities
2025-05-11,Medical Store,37.45,Health
2026-01-11,Electric Bill,275.86,Utilities
2025-10-16,Concert Ticket,197.52,Entertainment
2025-12-06,Amazon,162.73,Shopping
2025-12-10,Concert Ticket,50.08,Entertainment
2025-09-25,Cafe,497.53,Food
2025-07-07,Foodpanda,48.71,Food
2025-12-22,Hostel Dues,288.41,Rent
2025-09-19,Sui Gas,346.91,Utilities
2025-05-26,Bus Ticket,54.04,Transport
2025-09-10,Netflix Subscription,456.25,Subscriptions
2026-01-26,Doctor Clinic,383.13,Health
2025-05-07,Doctor Clinic,335.11,Health
2025-12-31,Apartment Rent,255.18,Rent
2025-04-01,Hostel Dues,433.19,Rent
2025-09-20,Netflix Subscription,384.55,Subscriptions
2025-04-13,Shell Oil,357.57,Transport
2025-05-28,Cinema,492.55,Entertainment
2026-01-13,Nueplex,413.82,Entertainment
2025-10-27,Steam Games,307.82,Entertainment
2025-11-21,Pharmacy,395.42,Health
2026-01-20,PIA Ticket,160.6,Travel
2025-04-18,Medical Store,85.0,Health
2026-03-16,Steam Games,102.56,Entertainment
2026-01-20,PIA Ticket,136.65,Travel
2026-02-26,Hostel Dues,139.81,Rent
2025-11-08,KFC,250.36,Food
2025-11-23,K-Electric,44.05,Utilities
2025-09-21,Emirates Airline,452.85,Travel
2025-06-08,Cloud Storage,229.88,Subscriptions
2026-03-09,Steam Games,325.75,Entertainment
2025-05-06,Agha Khan Hospital,408.28,Health
2025-08-16,K-Electric,65.41,Utilities
2025-06-26,Gym Membership,31.2,Subscriptions
2025-08-02,Train Ticket,357.46,Travel
2025-09-02,Hostel Dues,43.53,Rent
2025-10-23,Walmart,128.73,Shopping
2025-10-09,Cloud Storage,429.36,Subscriptions
2025-04-01,Emirates Airline,177.15,Travel
2026-01-05,Bus Ticket,474.33,Transport
2025-04-29,Walmart,423.47,Shopping
2025-08-29,Agha Khan Hospital,400.8,Health
2025-08-19,McDonalds,268.92,Food
2025-08-10,Sui Gas,61.03,Utilities
2025-12-23,Electric Bill,198.64,Utilities
2025-10-19,Grocery,352.97,Shopping
2025-05-27,Spotify Premium,477.91,Subscriptions
2026-01-27,Apartment Rent,158.37,Rent
2025-05-13,Doctor Clinic,479.95,Health
2025-05-26,House Leasing,182.87,Rent
2025-05-10,PTCL Internet,96.62,Utilities
2026-02-16,Netflix Subscription,386.98,Subscriptions
2025-08-13,McDonalds,86.91,Food
2025-05-24,Apartment Rent,342.46,Rent
2026-01-03,Chai,343.75,Food
2025-07-20,Chai,405.48,Food
2025-08-17,Shell Oil,219.57,Transport
2026-01-09,Hostel Dues,35.06,Rent
2025-04-01,Nueplex,71.52,Entertainment
2025-10-07,Concert Ticket,420.5,Entertainment
2025-04-12,Cafe,347.59,Food
2025-08-10,Spotify Premium,460.02,Subscriptions
2025-08-22,Electric Bill,202.39,Utilities
2025-07-11,House Leasing,254.49,Rent
2026-01-26,Hostel Dues,363.35,Rent
2026-01-30,Apartment Rent,115.78,Rent
2025-06-15,Shell Oil,402.79,Transport
2025-05-22,House Leasing,236.1,Rent
2025-04-24,Bazaar,81.16,Shopping
2025-10-22,PSO Pump,478.4,Transport
2026-03-15,Agha Khan Hospital,89.85,Health
2025-12-01,Shell Oil,301.07,Transport
2026-01-29,K-Electric,275.69,Utilities
2026-02-08,Cafe,459.27,Food
2025-03-30,Panadol,206.54,Health
2025-07-28,K-Electric,146.62,Utilities
2025-11-14,PTCL Internet,317.85,Utilities
2026-01-24,Concert Ticket,201.22,Entertainment
2026-01-03,Restaurant,112.4,Food
2026-02-03,Hotel Booking,285.91,Travel
2026-01-01,Doctor Clinic,356.88,Health
2025-05-07,Cafe,142.84,Food
2026-02-18,Hotel Booking,221.99,Travel
2025-07-18,Cloud Storage,310.95,Subscriptions
2025-11-07,House Leasing,150.52,Rent
2025-12-25,Sui Gas,174.44,Utilities
2025-08-31,Doctor Clinic,149.04,Health
2025-11-01,Netflix Subscription,265.68,Subscriptions
2025-06-17,Restaurant,345.37,Food
2025-11-14,Nueplex,431.89,Entertainment
2025-06-14,Electric Bill,215.76,Utilities
2025-11-26,Concert Ticket,339.97,Entertainment
2025-09-25,Bus Ticket,363.57,Transport
2025-03-24,Hostel Dues,243.68,Rent
2025-07-28,Emirates Airline,70.84,Travel
2025-04-19,Gym Membership,169.12,Subscriptions
2025-10-03,Biryani,354.71,Food
2025-07-30,Hostel Dues,472.61,Rent
2025-07-19,Apartment Rent,77.39,Rent
2025-06-11,Steam Games,216.42,Entertainment
2026-01-05,Cloud Storage,268.08,Subscriptions
2026-03-13,Hotel Booking,311.51,Travel
2025-10-29,PTCL Internet,305.2,Utilities
2026-02-11,Cloud Storage,159.23,Subscriptions
2026-03-05,Sui Gas,267.43,Utilities
2025-09-22,House Leasing,363.03,Rent
2025-05-05,Water Bill,420.41,Utilities
2026-02-22,House Leasing,423.13,Rent
2025-05-05,Spotify Premium,222.83,Subscriptions
2025-03-27,Walmart,197.37,Shopping
2025-10-06,Target,324.36,Shopping
2025-10-27,Water Bill,60.0,Utilities
2025-11-15,Water Bill,239.39,Utilities
2025-04-06,Gym Membership,433.26,Subscriptions
2025-04-15,PIA Ticket,357.36,Travel
2026-02-15,Careem,217.11,Transport
2026-01-21,PSO Pump,304.36,Transport
2025-07-05,Target,404.74,Shopping
2025-04-01,Imtiaz Super Market,364.18,Shopping
2025-12-12,Medical Store,425.86,Health
2025-06-16,Bazaar,17.08,Shopping
2026-01-27,Apartment Rent,185.82,Rent
2025-08-22,Water Bill,94.94,Utilities
2026-03-18,House Leasing,341.36,Rent
2025-11-02,Electric Bill,444.69,Utilities
2025-08-07,Hotel Booking,112.66,Travel
2025-05-08,Pharmacy,209.42,Health
2025-05-11,Chai,382.41,Food
2025-04-28,Bazaar,247.97,Shopping
2025-08-04,Hostel Dues,309.3,Rent
2025-08-04,Train Ticket,67.64,Travel
2025-07-22,Foodpanda,372.54,Food
2025-10-01,Netflix Subscription,419.63,Subscriptions
2026-01-17,Nueplex,220.14,Entertainment
2025-06-28,Agha Khan Hospital,421.05,Health
2025-10-08,Sui Gas,54.69,Utilities
2025-04-17,House Leasing,311.09,Rent
2025-04-04,McDonalds,290.0,Food
2025-05-12,K-Electric,259.93,Utilities
2025-05-11,Apartment Rent,227.08,Rent
2025-12-01,Sambosa,126.95,Food
2025-12-01,Water Bill,451.83,Utilities
2026-03-04,Spotify Premium,141.36,Subscriptions
2025-09-28,Amazon,292.32,Shopping
2026-01-11,Pharmacy,106.85,Health
2026-01-09,Bykea,306.12,Transport
2026-01-10,Cinema,274.44,Entertainment
2026-01-27,Hotel Booking,161.31,Travel
2025-12-03,Grocery,185.23,Shopping
2026-03-13,Eid Clothes,417.04,Shopping
2026-03-18,Nueplex,236.21,Entertainment
2025-04-18,Steam Games,197.55,Entertainment
2025-09-27,Train Ticket,228.45,Travel
2025-12-26,Apartment Rent,428.61,Rent
2025-08-05,Petrol,391.08,Transport
2025-10-23,Cinema,206.32,Entertainment
2025-06-13,Concert Ticket,356.22,Entertainment
2025-06-17,Petrol,404.8,Transport
2026-02-24,Electric Bill,42.37,Utilities
2025-11-06,Pharmacy,412.11,Health
2025-11-11,Emirates Airline,480.06,Travel
2025-11-30,Emirates Airline,297.39,Travel
2025-08-01,Panadol,330.74,Health
2025-06-23,Netflix Subscription,218.76,Subscriptions
2026-02-27,Hotel Booking,402.91,Travel
2025-06-10,Hostel Dues,333.34,Rent
2025-06-04,Grocery,316.03,Shopping
2025-06-12,Hostel Dues,352.65,Rent
2026-02-25,Apartment Rent,224.71,Rent
2025-11-01,Electric Bill,42.93,Utilities
2026-01-23,Grocery,282.05,Shopping
2025-06-23,Cafe,95.69,Food
2025-07-30,Agha Khan Hospital,303.92,Health
2025-06-27,Shell Oil,333.09,Transport
2025-10-13,Foodpanda,106.69,Food
2025-04-05,Water Bill,206.87,Utilities
2025-09-26,Bazaar,235.9,Shopping
2025-09-28,Nueplex,454.41,Entertainment
2026-02-24,Cinema,237.43,Entertainment
2025-11-13,Train Ticket,276.88,Travel
2025-07-22,Careem,56.33,Transport
2026-02-09,Amazon,378.91,Shopping
2025-06-02,Agha Khan Hospital,483.71,Health
2025-05-04,Shell Oil,401.58,Transport
2025-06-27,Train Ticket,101.68,Travel
2025-04-07,Walmart,113.22,Shopping
2025-05-11,Netflix Subscription,257.03,Subscriptions
2025-05-28,Careem,87.23,Transport
2026-03-12,Starbucks,31.62,Food
2025-07-20,Water Bill,381.49,Utilities
2025-10-25,Target,311.98,Shopping
2025-07-10,Agha Khan Hospital,285.51,Health
2025-12-17,Imtiaz Super Market,82.61,Shopping
2025-05-30,Hostel Dues,294.85,Rent
2025-06-23,Apartment Rent,488.98,Rent
2026-03-02,Amazon,232.18,Shopping
2026-01-22,Hostel Dues,243.49,Rent
2026-03-16,Nueplex,447.04,Entertainment
2025-05-24,Hotel Booking,272.72,Travel
2025-09-14,Medical Store,59.98,Health
2025-10-03,Nueplex,109.7,Entertainment
2026-02-01,Bus Ticket,280.9,Transport
2025-05-20,Amazon,356.53,Shopping
2025-12-02,Careem,435.79,Transport
2025-07-21,Train Ticket,318.3,Travel
2025-06-23,Steam Games,364.54,Entertainment
2026-02-10,Concert Ticket,354.24,Entertainment
2026-02-09,Bykea,103.49,Transport
2025-03-28,Sui Gas,384.28,Utilities
2025-06-30,Bykea,423.44,Transport
2025-09-11,Electric Bill,461.4,Utilities
2025-06-11,Careem,208.53,Transport
2025-10-30,Grocery,238.33,Shopping
2025-09-08,K-Electric,25.92,Utilities
2025-06-16,Electric Bill,97.27,Utilities
2025-10-29,Netflix Subscription,131.47,Subscriptions
2025-11-16,Biryani,75.71,Food
2026-02-25,Agha Khan Hospital,491.86,Health
2025-07-01,Pharmacy,227.63,Health
2025-11-28,K-Electric,137.01,Utilities
2025-09-08,K-Electric,476.8,Utilities
2025-04-11,Eid Clothes,112.99,Shopping
2025-11-25,Eid Clothes,301.35,Shopping
2025-12-15,PTCL Internet,10.05,Utilities
2025-06-25,Panadol,186.75,Health
2025-08-22,Petrol,235.97,Transport
2026-03-01,Cafe,151.17,Food
2025-05-28,KFC,181.71,Food
2025-08-22,Chai,437.44,Food
2025-08-08,Amazon,39.9,Shopping
2025-03-22,Cafe,58.36,Food
2025-09-14,Gym Membership,246.37,Subscriptions
2026-02-07,Uber Ride,487.61,Transport
2026-02-20,Bus Ticket,261.39,Transport
2025-07-30,Spotify Premium,396.28,Subscriptions
2025-08-10,Electric Bill,104.42,Utilities
2025-06-09,Steam Games,479.61,Entertainment
2025-08-12,Concert Ticket,496.4,Entertainment
2026-02-25,Starbucks,51.84,Food
2025-06-09,Petrol,217.35,Transport
2026-02-06,Bykea,82.66,Transport
2025-10-17,Chai,460.84,Food
2025-04-06,Walmart,477.25,Shopping
2025-11-07,Petrol,182.37,Transport
2025-05-27,Walmart,134.76,Shopping
2025-09-01,House Leasing,35.88,Rent
2025-04-22,Cloud Storage,244.96,Subscriptions
2025-11-11,Nueplex,139.68,Entertainment
2025-11-22,Emirates Airline,101.11,Travel
